VIEW,VIDEO_ID,SIGNER_ID,FPS,RESOLUTION,GLOSS,NUM_FRAMES,LENGTH_SECONDS
front,022842,026,25.0,1080,Đúng,60,2.4
front,022843,026,25.0,1080,Thơm,53,2.12
front,022844,026,25.0,1080,Cao (đồ vật),64,2.56
front,022845,026,25.0,1080,Sạch sẽ,62,2.48
front,022846,026,25.0,1080,Ồn ào,58,2.32
front,022847,026,25.0,1080,Chậm chạp,61,2.44
front,022848,026,25.0,1080,Mát mẻ,54,2.16
front,022849,026,25.0,1080,Khô,76,3.04
front,022850,026,25.0,1080,Già,58,2.32
front,022851,026,25.0,1080,Đắt,56,2.24
front,022852,026,25.0,1080,Sai,63,2.52
front,022853,026,25.0,1080,Hôi,61,2.44
front,022854,026,25.0,1080,Thấp (đồ vật),61,2.44
front,022855,026,25.0,1080,Dơ,60,2.4
front,022856,026,25.0,1080,Yên tĩnh,63,2.52
front,022857,026,25.0,1080,Mạnh,57,2.28
front,022858,026,25.0,1080,Ấm,55,2.2
front,022859,026,25.0,1080,Cũ,62,2.48
front,022860,026,25.0,1080,Giàu,58,2.32
front,022861,026,25.0,1080,Sớm,64,2.56
front,022862,026,25.0,1080,Tham lam,53,2.12
front,022863,026,25.0,1080,Hay (khen),62,2.48
front,022864,026,25.0,1080,Xấu (người),85,3.4
front,022865,026,25.0,1080,Nặng,53,2.12
front,022866,026,25.0,1080,Mềm,68,2.72
front,022867,026,25.0,1080,Yếu,68,2.72
front,022868,026,25.0,1080,Nóng,70,2.8
front,022869,026,25.0,1080,Mới,58,2.32
front,022870,026,25.0,1080,Nghèo,73,2.92
front,022871,026,25.0,1080,Trễ,60,2.4
front,022872,026,25.0,1080,Tham ăn,56,2.24
front,022873,026,25.0,1080,Dở,59,2.36
front,022874,026,25.0,1080,Đẹp (người),88,3.52
front,022875,026,25.0,1080,Nhẹ,53,2.12
front,022876,026,25.0,1080,Cứng,65,2.6
front,022877,026,25.0,1080,Dễ,58,2.32
front,022878,026,25.0,1080,Lạnh,64,2.56
front,022879,026,25.0,1080,Xa,63,2.52
front,022880,026,25.0,1080,Gần,98,3.92
front,022881,026,25.0,1080,Dữ,50,2.0
front,022882,026,25.0,1080,Hiền,65,2.6
front,022883,026,25.0,1080,Thông minh,63,2.52
front,022884,026,25.0,1080,Quần đùi,46,1.84
front,022885,026,25.0,1080,Việt Nam,68,2.72
front,022886,026,25.0,1080,Trung Quốc,66,2.64
front,022887,026,25.0,1080,Hàn Quốc,58,2.32
front,022888,026,25.0,1080,Nhật Bản,57,2.28
front,022889,026,25.0,1080,Thái Lan,71,2.84
front,022890,026,25.0,1080,Mỹ,68,2.72
front,022891,026,25.0,1080,Giới thiệu,73,2.92
front,022892,026,25.0,1080,Hy vọng,63,2.52
front,022893,026,25.0,1080,Muốn,56,2.24
front,022894,026,25.0,1080,Quen,53,2.12
front,022895,026,25.0,1080,Nói,58,2.32
front,022896,026,25.0,1080,Ghét,56,2.24
front,022897,026,25.0,1080,Rửa tay,60,2.4
front,022898,026,25.0,1080,Xin,64,2.56
front,022899,026,25.0,1080,Thức dậy,54,2.16
front,022900,026,25.0,1080,Dừng lại,48,1.92
front,022901,026,25.0,1080,Giặt đồ,56,2.24
front,022902,026,25.0,1080,Làm việc,49,1.96
front,022903,026,25.0,1080,Nên,59,2.36
front,022904,026,25.0,1080,Ngửi,57,2.28
front,022905,026,25.0,1080,Xin lỗi,62,2.48
front,022906,026,25.0,1080,Đồng ý,54,2.16
front,022907,026,25.0,1080,Rửa mặt,66,2.64
front,022908,026,25.0,1080,Gọi,58,2.32
front,022909,026,25.0,1080,Chú ý,62,2.48
front,022910,026,25.0,1080,Tiếp tục,60,2.4
front,022911,026,25.0,1080,Rửa chén,69,2.76
front,022912,026,25.0,1080,Cảm thấy,65,2.6
front,022913,026,25.0,1080,Cần,58,2.32
front,022914,026,25.0,1080,Nếm,48,1.92
front,022915,026,25.0,1080,Cảm ơn,63,2.52
front,022916,026,25.0,1080,Từ chối,60,2.4
front,022917,026,25.0,1080,Tắm rửa,53,2.12
front,022918,026,25.0,1080,Làm bài tập,55,2.2
front,022919,026,25.0,1080,Hứa,57,2.28
front,022920,026,25.0,1080,Thử,53,2.12
front,022921,026,25.0,1080,Phơi đồ,56,2.24
front,022922,026,25.0,1080,Chụp hình,55,2.2
front,022923,026,25.0,1080,Cho,57,2.28
front,022924,026,25.0,1080,Thích,57,2.28
front,022925,026,25.0,1080,Đọc,58,2.32
front,022926,026,25.0,1080,Giúp đỡ,68,2.72
front,022927,026,25.0,1080,Gội đầu,62,2.48
front,022928,026,25.0,1080,Thay đổi,58,2.32
front,022929,026,25.0,1080,Nói chuyện,61,2.44
front,022930,026,25.0,1080,Tìm,63,2.52
front,022931,026,25.0,1080,Nghỉ ngơi,50,2.0
front,022932,026,25.0,1080,Có,51,2.04
front,022933,026,25.0,1080,Vâng lời,63,2.52
front,022934,026,25.0,1080,Chua,60,2.4
front,022935,026,25.0,1080,Ngắn,64,2.56
front,022936,026,25.0,1080,Ngu ngốc,53,2.12
front,022937,026,25.0,1080,Nhanh,53,2.12
front,022938,026,25.0,1080,Khó,84,3.36
front,022939,026,25.0,1080,Ướt,52,2.08
front,022940,026,25.0,1080,Trẻ,68,2.72
front,022941,026,25.0,1080,Rẻ,53,2.12
front,022942,026,25.0,1080,Đúng,56,2.24
front,022943,026,25.0,1080,Thơm,51,2.04
front,022944,026,25.0,1080,Cao (đồ vật),64,2.56
front,022945,026,25.0,1080,Sạch sẽ,59,2.36
front,022946,026,25.0,1080,Ồn ào,53,2.12
front,022947,026,25.0,1080,Chậm chạp,67,2.68
front,022948,026,25.0,1080,Mát mẻ,53,2.12
front,022949,026,25.0,1080,Khô,72,2.88
front,022950,026,25.0,1080,Già,59,2.36
front,022951,026,25.0,1080,Đắt,55,2.2
front,022952,026,25.0,1080,Sai,60,2.4
front,022953,026,25.0,1080,Hôi,60,2.4
front,022954,026,25.0,1080,Thấp (đồ vật),55,2.2
front,022955,026,25.0,1080,Dơ,60,2.4
front,022956,026,25.0,1080,Yên tĩnh,59,2.36
front,022957,026,25.0,1080,Mạnh,48,1.92
front,022958,026,25.0,1080,Ấm,53,2.12
front,022959,026,25.0,1080,Cũ,58,2.32
front,022960,026,25.0,1080,Giàu,56,2.24
front,022961,026,25.0,1080,Sớm,58,2.32
front,022962,026,25.0,1080,Tham lam,48,1.92
front,022963,026,25.0,1080,Hay (khen),64,2.56
front,022964,026,25.0,1080,Xấu (người),77,3.08
front,022965,026,25.0,1080,Nặng,51,2.04
front,022966,026,25.0,1080,Mềm,64,2.56
front,022967,026,25.0,1080,Yếu,68,2.72
front,022968,026,25.0,1080,Nóng,61,2.44
front,022969,026,25.0,1080,Mới,54,2.16
front,022970,026,25.0,1080,Nghèo,76,3.04
front,022971,026,25.0,1080,Trễ,55,2.2
front,022972,026,25.0,1080,Tham ăn,50,2.0
front,022973,026,25.0,1080,Dở,57,2.28
front,022974,026,25.0,1080,Đẹp (người),82,3.28
front,022975,026,25.0,1080,Nhẹ,56,2.24
front,022976,026,25.0,1080,Cứng,60,2.4
front,022977,026,25.0,1080,Dễ,58,2.32
front,022978,026,25.0,1080,Lạnh,58,2.32
front,022979,026,25.0,1080,Xa,56,2.24
front,022980,026,25.0,1080,Gần,68,2.72
front,022981,026,25.0,1080,Dữ,53,2.12
front,022982,026,25.0,1080,Hiền,63,2.52
front,022983,026,25.0,1080,Thông minh,56,2.24
front,022984,026,25.0,1080,Quần đùi,63,2.52
front,022985,026,25.0,1080,Việt Nam,62,2.48
front,022986,026,25.0,1080,Trung Quốc,61,2.44
front,022987,026,25.0,1080,Hàn Quốc,53,2.12
front,022988,026,25.0,1080,Nhật Bản,57,2.28
front,022989,026,25.0,1080,Thái Lan,64,2.56
front,022990,026,25.0,1080,Mỹ,60,2.4
front,022991,026,25.0,1080,Con chó,66,2.64
front,022992,026,25.0,1080,Con mèo,68,2.72
front,022993,026,25.0,1080,Con gà,66,2.64
front,022994,026,25.0,1080,Con vịt,67,2.68
front,022995,026,25.0,1080,Con rùa,73,2.92
front,022996,026,25.0,1080,Con thỏ,70,2.8
front,022997,026,25.0,1080,Con trâu,58,2.32
front,022998,026,25.0,1080,Con bò,64,2.56
front,022999,026,25.0,1080,Con dê,68,2.72
front,023000,026,25.0,1080,Con heo,61,2.44
front,023001,026,25.0,1080,Màu đen,63,2.52
front,023002,026,25.0,1080,Màu trắng,71,2.84
front,023003,026,25.0,1080,Màu đỏ,63,2.52
front,023004,026,25.0,1080,Màu cam,88,3.52
front,023005,026,25.0,1080,Màu vàng,73,2.92
front,023006,026,25.0,1080,Màu xanh lá cây,91,3.64
front,023007,026,25.0,1080,Màu xanh da trời,63,2.52
front,023008,026,25.0,1080,Màu hồng,66,2.64
front,023009,026,25.0,1080,Màu tím,66,2.64
front,023010,026,25.0,1080,Màu nâu,71,2.84
front,023011,026,25.0,1080,Quả dâu,69,2.76
front,023012,026,25.0,1080,Quả mận,73,2.92
front,023013,026,25.0,1080,Quả dứa,73,2.92
front,023014,026,25.0,1080,Quả đào,63,2.52
front,023015,026,25.0,1080,Quả đu đủ,75,3.0
front,023016,026,25.0,1080,Quả cam,77,3.08
front,023017,026,25.0,1080,Quả bơ,72,2.88
front,023018,026,25.0,1080,Quả chuối,93,3.72
front,023019,026,25.0,1080,Quả xoài,70,2.8
front,023020,026,25.0,1080,Quả dừa,69,2.76
front,023021,026,25.0,1080,Bố,47,1.88
front,023022,026,25.0,1080,Mẹ,51,2.04
front,023023,026,25.0,1080,Con trai,68,2.72
front,023024,026,25.0,1080,Con gái,67,2.68
front,023025,026,25.0,1080,Vợ,69,2.76
front,023026,026,25.0,1080,Chồng,81,3.24
front,023027,026,25.0,1080,Ông nội,82,3.28
front,023028,026,25.0,1080,Bà nội,78,3.12
front,023029,026,25.0,1080,Ông ngoại,73,2.92
front,023030,026,25.0,1080,Bà ngoại,84,3.36
front,023031,026,25.0,1080,Ăn,58,2.32
front,023032,026,25.0,1080,Uống,58,2.32
front,023033,026,25.0,1080,Xem,55,2.2
front,023034,026,25.0,1080,Thèm,61,2.44
front,023035,026,25.0,1080,Mách,55,2.2
front,023036,026,25.0,1080,Khóc,61,2.44
front,023037,026,25.0,1080,Cười,58,2.32
front,023038,026,25.0,1080,Học,52,2.08
front,023039,026,25.0,1080,Dỗi,56,2.24
front,023040,026,25.0,1080,Chết,58,2.32
front,023041,026,25.0,1080,Đi,65,2.6
front,023042,026,25.0,1080,Chạy,67,2.68
front,023043,026,25.0,1080,Bận,60,2.4
front,023044,026,25.0,1080,Hát,72,2.88
front,023045,026,25.0,1080,Múa,77,3.08
front,023046,026,25.0,1080,Nấu,74,2.96
front,023047,026,25.0,1080,Nướng,83,3.32
front,023048,026,25.0,1080,Nhầm lẫn,66,2.64
front,023049,026,25.0,1080,Quan sát,68,2.72
front,023050,026,25.0,1080,Cắm trại,73,2.92
front,023051,026,25.0,1080,Cung cấp,70,2.8
front,023052,026,25.0,1080,Bắt chước,66,2.64
front,023053,026,25.0,1080,Bắt buộc,66,2.64
front,023054,026,25.0,1080,Báo cáo,67,2.68
front,023055,026,25.0,1080,Mua bán,63,2.52
front,023056,026,25.0,1080,Không quen,83,3.32
front,023057,026,25.0,1080,Không nên,68,2.72
front,023058,026,25.0,1080,Không cần,57,2.28
front,023059,026,25.0,1080,Không cho,70,2.8
front,023060,026,25.0,1080,Không nghe lời,88,3.52
front,023061,026,25.0,1080,Mặn,58,2.32
front,023062,026,25.0,1080,Đắng,64,2.56
front,023063,026,25.0,1080,Cay,54,2.16
front,023064,026,25.0,1080,Ngọt,69,2.76
front,023065,026,25.0,1080,Đậm,58,2.32
front,023066,026,25.0,1080,Nhạt,66,2.64
front,023067,026,25.0,1080,Ngon miệng,66,2.64
front,023068,026,25.0,1080,Xấu (vật),50,2.0
front,023069,026,25.0,1080,Đẹp (vật),58,2.32
front,023070,026,25.0,1080,Chật,63,2.52
front,023071,026,25.0,1080,Hẹp,59,2.36
front,023072,026,25.0,1080,Rộng,67,2.68
front,023073,026,25.0,1080,Dài,68,2.72
front,023074,026,25.0,1080,Cao (người),68,2.72
front,023075,026,25.0,1080,Lùn,52,2.08
front,023076,026,25.0,1080,Ốm,78,3.12
front,023077,026,25.0,1080,Mập,49,1.96
front,023078,026,25.0,1080,Ngoan,58,2.32
front,023079,026,25.0,1080,Hư,67,2.68
front,023080,026,25.0,1080,Khỏe,51,2.04
front,023081,026,25.0,1080,Mệt,60,2.4
front,023082,026,25.0,1080,Đau,54,2.16
front,023083,026,25.0,1080,Giỏi,59,2.36
front,023084,026,25.0,1080,Chăm chỉ,78,3.12
front,023085,026,25.0,1080,Lười biếng,58,2.32
front,023086,026,25.0,1080,Tốt bụng,65,2.6
front,023087,026,25.0,1080,Thú vị,58,2.32
front,023088,026,25.0,1080,Hài hước,50,2.0
front,023089,026,25.0,1080,Dũng cảm,73,2.92
front,023090,026,25.0,1080,Sáng tạo,53,2.12
front,023091,026,25.0,1080,Con chó,63,2.52
front,023092,026,25.0,1080,Con mèo,62,2.48
front,023093,026,25.0,1080,Con gà,60,2.4
front,023094,026,25.0,1080,Con vịt,63,2.52
front,023095,026,25.0,1080,Con rùa,71,2.84
front,023096,026,25.0,1080,Con thỏ,66,2.64
front,023097,026,25.0,1080,Con trâu,60,2.4
front,023098,026,25.0,1080,Con bò,58,2.32
front,023099,026,25.0,1080,Con dê,65,2.6
front,023100,026,25.0,1080,Con heo,58,2.32
front,023101,026,25.0,1080,Màu đen,59,2.36
front,023102,026,25.0,1080,Màu trắng,63,2.52
front,023103,026,25.0,1080,Màu đỏ,61,2.44
front,023104,026,25.0,1080,Màu cam,69,2.76
front,023105,026,25.0,1080,Màu vàng,68,2.72
front,023106,026,25.0,1080,Màu xanh lá cây,83,3.32
front,023107,026,25.0,1080,Màu xanh da trời,59,2.36
front,023108,026,25.0,1080,Màu hồng,60,2.4
front,023109,026,25.0,1080,Màu tím,60,2.4
front,023110,026,25.0,1080,Màu nâu,63,2.52
front,023111,026,25.0,1080,Quả dâu,68,2.72
front,023112,026,25.0,1080,Quả mận,68,2.72
front,023113,026,25.0,1080,Quả dứa,74,2.96
front,023114,026,25.0,1080,Quả đào,58,2.32
front,023115,026,25.0,1080,Quả đu đủ,68,2.72
front,023116,026,25.0,1080,Quả cam,65,2.6
front,023117,026,25.0,1080,Quả bơ,73,2.92
front,023118,026,25.0,1080,Quả chuối,88,3.52
front,023119,026,25.0,1080,Quả xoài,74,2.96
front,023120,026,25.0,1080,Quả dừa,56,2.24
front,023121,026,25.0,1080,Bố,52,2.08
front,023122,026,25.0,1080,Mẹ,52,2.08
front,023123,026,25.0,1080,Con trai,65,2.6
front,023124,026,25.0,1080,Con gái,66,2.64
front,023125,026,25.0,1080,Vợ,70,2.8
front,023126,026,25.0,1080,Chồng,69,2.76
front,023127,026,25.0,1080,Ông nội,74,2.96
front,023128,026,25.0,1080,Bà nội,76,3.04
front,023129,026,25.0,1080,Ông ngoại,68,2.72
front,023130,026,25.0,1080,Bà ngoại,78,3.12
front,023131,026,25.0,1080,Ăn,54,2.16
front,023132,026,25.0,1080,Uống,58,2.32
front,023133,026,25.0,1080,Xem,53,2.12
front,023134,026,25.0,1080,Thèm,58,2.32
front,023135,026,25.0,1080,Mách,53,2.12
front,023136,026,25.0,1080,Khóc,56,2.24
front,023137,026,25.0,1080,Cười,52,2.08
front,023138,026,25.0,1080,Học,47,1.88
front,023139,026,25.0,1080,Dỗi,53,2.12
front,023140,026,25.0,1080,Chết,57,2.28
front,023141,026,25.0,1080,Đi,63,2.52
front,023142,026,25.0,1080,Chạy,68,2.72
front,023143,026,25.0,1080,Bận,60,2.4
front,023144,026,25.0,1080,Hát,67,2.68
front,023145,026,25.0,1080,Múa,75,3.0
front,023146,026,25.0,1080,Nấu,83,3.32
front,023147,026,25.0,1080,Nướng,75,3.0
front,023148,026,25.0,1080,Nhầm lẫn,58,2.32
front,023149,026,25.0,1080,Quan sát,58,2.32
front,023150,026,25.0,1080,Cắm trại,62,2.48
front,023151,026,25.0,1080,Cung cấp,60,2.4
front,023152,026,25.0,1080,Bắt chước,60,2.4
front,023153,026,25.0,1080,Bắt buộc,59,2.36
front,023154,026,25.0,1080,Báo cáo,58,2.32
front,023155,026,25.0,1080,Mua bán,58,2.32
front,023156,026,25.0,1080,Không quen,72,2.88
front,023157,026,25.0,1080,Không nên,62,2.48
front,023158,026,25.0,1080,Không cần,58,2.32
front,023159,026,25.0,1080,Không cho,66,2.64
front,023160,026,25.0,1080,Không nghe lời,80,3.2
front,023161,026,25.0,1080,Mặn,58,2.32
front,023162,026,25.0,1080,Đắng,59,2.36
front,023163,026,25.0,1080,Cay,54,2.16
front,023164,026,25.0,1080,Ngọt,65,2.6
front,023165,026,25.0,1080,Đậm,55,2.2
front,023166,026,25.0,1080,Nhạt,60,2.4
front,023167,026,25.0,1080,Ngon miệng,61,2.44
front,023168,026,25.0,1080,Xấu (vật),49,1.96
front,023169,026,25.0,1080,Đẹp (vật),54,2.16
front,023170,026,25.0,1080,Chật,64,2.56
front,023171,026,25.0,1080,Hẹp,59,2.36
front,023172,026,25.0,1080,Rộng,60,2.4
front,023173,026,25.0,1080,Dài,62,2.48
front,023174,026,25.0,1080,Cao (người),64,2.56
front,023175,026,25.0,1080,Lùn,57,2.28
front,023176,026,25.0,1080,Ốm,66,2.64
front,023177,026,25.0,1080,Mập,43,1.72
front,023178,026,25.0,1080,Ngoan,58,2.32
front,023179,026,25.0,1080,Hư,67,2.68
front,023180,026,25.0,1080,Khỏe,45,1.8
front,023181,026,25.0,1080,Mệt,51,2.04
front,023182,026,25.0,1080,Đau,51,2.04
front,023183,026,25.0,1080,Giỏi,50,2.0
front,023184,026,25.0,1080,Chăm chỉ,59,2.36
front,023185,026,25.0,1080,Lười biếng,56,2.24
front,023186,026,25.0,1080,Tốt bụng,55,2.2
front,023187,026,25.0,1080,Thú vị,58,2.32
front,023188,026,25.0,1080,Hài hước,46,1.84
front,023189,026,25.0,1080,Dũng cảm,63,2.52
front,023190,026,25.0,1080,Sáng tạo,53,2.12
front,023191,026,25.0,1080,Mập,38,1.52
front,023192,026,25.0,1080,Bây giờ,45,1.8
front,023193,026,25.0,1080,Bóng chuyền,59,2.36
front,023194,026,25.0,1080,Bóng rổ,58,2.32
front,023195,026,25.0,1080,Cái quần,74,2.96
front,023196,026,25.0,1080,Hẹp,48,1.92
front,023197,026,25.0,1080,Nên,55,2.2
front,023198,026,25.0,1080,Nắng,54,2.16
front,023199,026,25.0,1080,Nặng,47,1.88
front,023200,026,25.0,1080,Quần đùi,92,3.68
front,023201,026,25.0,1080,Tham lam,43,1.72
front,023202,026,25.0,1080,Nhẹ,59,2.36
front,023203,026,25.0,1080,Làm bài tập,47,1.88
front,023204,026,25.0,1080,Nhảy dây,57,2.28
front,023205,026,25.0,1080,Máy giặt,60,2.4
front,023206,026,25.0,1080,Rửa tay,54,2.16
front,023207,026,25.0,1080,Bún,51,2.04
front,023208,026,25.0,1080,Taxi,46,1.84
front,023209,026,25.0,1080,Quả mận,60,2.4
front,023210,026,25.0,1080,Cắm trại,62,2.48
front,023211,026,25.0,1080,Cứng,58,2.32
front,023212,026,25.0,1080,Báo cáo,60,2.4
front,023213,026,25.0,1080,Rửa tay,57,2.28
front,023214,026,25.0,1080,Thú vị,53,2.12
front,023215,026,25.0,1080,Tiếp tục,58,2.32
front,023216,026,25.0,1080,Tỉnh,69,2.76
front,023217,026,25.0,1080,Tàu hỏa,73,2.92
front,023218,026,25.0,1080,Vợ,67,2.68
front,023219,026,25.0,1080,Không nên,59,2.36
front,023220,026,25.0,1080,Xôi,58,2.32
front,023221,026,25.0,1080,Từ chối,54,2.16
front,023222,026,25.0,1080,Ồn ào,49,1.96
front,023223,026,25.0,1080,Nghe,51,2.04
front,023224,026,25.0,1080,Mùa hè,60,2.4
front,023225,026,25.0,1080,Thơm,59,2.36
front,023226,026,25.0,1080,Cái đèn,68,2.72
front,023227,026,25.0,1080,Quạt (đứng),71,2.84
front,023228,026,25.0,1080,Phơi đồ,46,1.84
front,023229,026,25.0,1080,Nhanh,52,2.08
front,023230,026,25.0,1080,Hài hước,51,2.04
front,023231,026,25.0,1080,Bút chì,46,1.84
front,023232,026,25.0,1080,Con chó,51,2.04
front,023233,026,25.0,1080,Mập,46,1.84
front,023234,026,25.0,1080,Bây giờ,57,2.28
front,023235,026,25.0,1080,Bóng chuyền,58,2.32
front,023236,026,25.0,1080,Bóng rổ,68,2.72
front,023237,026,25.0,1080,Cái quần,69,2.76
front,023238,026,25.0,1080,Hẹp,60,2.4
front,023239,026,25.0,1080,Nên,64,2.56
front,023240,026,25.0,1080,Nắng,57,2.28
front,023241,026,25.0,1080,Nặng,53,2.12
front,023242,026,25.0,1080,Quần đùi,68,2.72
front,023243,026,25.0,1080,Tham lam,52,2.08
front,023244,026,25.0,1080,Nhẹ,63,2.52
front,023245,026,25.0,1080,Làm bài tập,52,2.08
front,023246,026,25.0,1080,Nhảy dây,65,2.6
front,023247,026,25.0,1080,Máy giặt,39,1.56
front,023248,026,25.0,1080,Rửa tay,63,2.52
front,023249,026,25.0,1080,Bún,55,2.2
front,023250,026,25.0,1080,Taxi,49,1.96
front,023251,026,25.0,1080,Quả mận,73,2.92
front,023252,026,25.0,1080,Cắm trại,75,3.0
front,023253,026,25.0,1080,Cứng,57,2.28
front,023254,026,25.0,1080,Báo cáo,58,2.32
front,023255,026,25.0,1080,Rửa tay,55,2.2
front,023256,026,25.0,1080,Thú vị,57,2.28
front,023257,026,25.0,1080,Tiếp tục,59,2.36
front,023258,026,25.0,1080,Tỉnh,68,2.72
front,023259,026,25.0,1080,Tàu hỏa,71,2.84
front,023260,026,25.0,1080,Vợ,64,2.56
front,023261,026,25.0,1080,Không nên,58,2.32
front,023262,026,25.0,1080,Xôi,48,1.92
front,023263,026,25.0,1080,Từ chối,58,2.32
front,023264,026,25.0,1080,Ồn ào,52,2.08
front,023265,026,25.0,1080,Nghe,49,1.96
front,023266,026,25.0,1080,Mùa hè,55,2.2
front,023267,026,25.0,1080,Thơm,51,2.04
front,023268,026,25.0,1080,Cái đèn,62,2.48
front,023269,026,25.0,1080,Quạt (đứng),62,2.48
front,023270,026,25.0,1080,Phơi đồ,55,2.2
front,023271,026,25.0,1080,Nhanh,48,1.92
front,023272,026,25.0,1080,Hài hước,44,1.76
front,023273,026,25.0,1080,Bút chì,60,2.4
front,023274,026,25.0,1080,Con chó,69,2.76
front,023275,027,25.0,1080,Anh,55,2.2
front,023276,027,25.0,1080,Chị,65,2.6
front,023277,027,25.0,1080,Em,50,2.0
front,023278,027,25.0,1080,Chú,62,2.48
front,023279,027,25.0,1080,Cậu,62,2.48
front,023280,027,25.0,1080,Bác,58,2.32
front,023281,027,25.0,1080,Dì,51,2.04
front,023282,027,25.0,1080,Cô,58,2.32
front,023283,027,25.0,1080,Cháu,69,2.76
front,023284,027,25.0,1080,Họ hàng,74,2.96
front,023285,027,25.0,1080,Máy chiếu,67,2.68
front,023286,027,25.0,1080,Nồi cơm điện,87,3.48
front,023287,027,25.0,1080,Cái bàn,60,2.4
front,023288,027,25.0,1080,Cái ghế,61,2.44
front,023289,027,25.0,1080,Cái nồi,59,2.36
front,023290,027,25.0,1080,Cái chảo,79,3.16
front,023291,027,25.0,1080,Tivi,69,2.76
front,023292,027,25.0,1080,Cái đèn,70,2.8
front,023293,027,25.0,1080,Quạt (đứng),81,3.24
front,023294,027,25.0,1080,Cái cửa,83,3.32
front,023295,027,25.0,1080,Cửa sổ,83,3.32
front,023296,027,25.0,1080,Chìa khóa,70,2.8
front,023297,027,25.0,1080,Tường,73,2.92
front,023298,027,25.0,1080,Giường,72,2.88
front,023299,027,25.0,1080,Gối (đầu),76,3.04
front,023300,027,25.0,1080,Mền,55,2.2
front,023301,027,25.0,1080,Đồ dùng,88,3.52
front,023302,027,25.0,1080,Máy điều hòa,73,2.92
front,023303,027,25.0,1080,Máy giặt,84,3.36
front,023304,027,25.0,1080,Tủ lạnh,72,2.88
front,023305,027,25.0,1080,Thành phố,72,2.88
front,023306,027,25.0,1080,Tỉnh,65,2.6
front,023307,027,25.0,1080,Trường Đại học,112,4.48
front,023308,027,25.0,1080,Trường Cao đẳng,107,4.28
front,023309,027,25.0,1080,Trường học,61,2.44
front,023310,027,25.0,1080,Nhà,60,2.4
front,023311,027,25.0,1080,Công ty,70,2.8
front,023312,027,25.0,1080,Công viên,72,2.88
front,023313,027,25.0,1080,Ngân hàng,81,3.24
front,023314,027,25.0,1080,Quán cà phê,69,2.76
front,023315,027,25.0,1080,Nhà hàng,76,3.04
front,023316,027,25.0,1080,Nhà sách,77,3.08
front,023317,027,25.0,1080,Bệnh viện,78,3.12
front,023318,027,25.0,1080,Chợ,86,3.44
front,023319,027,25.0,1080,Siêu thị,75,3.0
front,023320,027,25.0,1080,Nhà trọ,86,3.44
front,023321,027,25.0,1080,Rạp chiếu phim,82,3.28
front,023322,027,25.0,1080,Thời tiết,75,3.0
front,023323,027,25.0,1080,Mùa xuân,72,2.88
front,023324,027,25.0,1080,Mùa hè,58,2.32
front,023325,027,25.0,1080,Mùa thu,70,2.8
front,023326,027,25.0,1080,Mùa đông,60,2.4
front,023327,027,25.0,1080,Mùa mưa,90,3.6
front,023328,027,25.0,1080,Mùa khô,107,4.28
front,023329,027,25.0,1080,Nắng,51,2.04
front,023330,027,25.0,1080,Mưa,64,2.56
front,023331,027,25.0,1080,Gió,70,2.8
front,023332,027,25.0,1080,Thứ hai,52,2.08
front,023333,027,25.0,1080,Thứ ba,59,2.36
front,023334,027,25.0,1080,Thứ tư,53,2.12
front,023335,027,25.0,1080,Thứ năm,50,2.0
front,023336,027,25.0,1080,Thứ sáu,55,2.2
front,023337,027,25.0,1080,Thứ bảy,59,2.36
front,023338,027,25.0,1080,Chủ nhật,54,2.16
front,023339,027,25.0,1080,Ngày Quốc tế Thiếu nhi,108,4.32
front,023340,027,25.0,1080,Ngày Quốc tế Phụ nữ,103,4.12
front,023341,027,25.0,1080,Ngày Quốc tế Lao động,128,5.12
front,023342,027,25.0,1080,Tháng một,64,2.56
front,023343,027,25.0,1080,Tháng hai,62,2.48
front,023344,027,25.0,1080,Tháng ba,64,2.56
front,023345,027,25.0,1080,Tháng tư,65,2.6
front,023346,027,25.0,1080,Tháng năm,75,3.0
front,023347,027,25.0,1080,Tháng sáu,63,2.52
front,023348,027,25.0,1080,Tháng bảy,73,2.92
front,023349,027,25.0,1080,Tháng tám,67,2.68
front,023350,027,25.0,1080,Tháng chín,66,2.64
front,023351,027,25.0,1080,Tháng mười,77,3.08
front,023352,027,25.0,1080,Tháng mười một,68,2.72
front,023353,027,25.0,1080,Tháng mười hai,78,3.12
front,023354,027,25.0,1080,Ngày,50,2.0
front,023355,027,25.0,1080,Tháng,71,2.84
front,023356,027,25.0,1080,Năm,78,3.12
front,023357,027,25.0,1080,Giờ,63,2.52
front,023358,027,25.0,1080,Phút,63,2.52
front,023359,027,25.0,1080,Giây,94,3.76
front,023360,027,25.0,1080,Bình minh,82,3.28
front,023361,027,25.0,1080,Hoàng hôn,79,3.16
front,023362,027,25.0,1080,Buổi sáng,75,3.0
front,023363,027,25.0,1080,Buổi trưa,61,2.44
front,023364,027,25.0,1080,Buổi chiều,73,2.92
front,023365,027,25.0,1080,Buổi tối,83,3.32
front,023366,027,25.0,1080,Bây giờ,64,2.56
front,023367,027,25.0,1080,Thời gian,69,2.76
front,023368,027,25.0,1080,Trung thu,45,1.8
front,023369,027,25.0,1080,Giáng sinh,78,3.12
front,023370,027,25.0,1080,Tết Âm lịch,88,3.52
front,023371,027,25.0,1080,Ngày Nhà giáo Việt Nam,114,4.56
